Song ID,Cost
1118,102.42651495664886
1743,107.83710915628905
186,111.92933890065531
414,116.21067026441759
1351,118.93896419800349
1868,119.61135477876535
910,119.77747476852413
2111,120.2225406168392
83,120.61155310168203
575,121.070041819979
874,121.23170241311024
1620,121.50128594317836
1501,121.52588584755537
1260,121.69065895157028
841,121.90474539834919
1703,122.17211347603285
564,122.30310868112159
2424,123.31018261018642
2063,123.9118179093831
1182,124.14399064312693
2246,124.1495582102706
811,124.27791260840112
1647,124.38300435032006
551,124.54341882482993
1215,124.5975187616283
2093,124.74118824718086
638,124.85286829538154
168,124.9296052489097
355,124.93671799974337
610,125.05105693855336
1835,125.76283076196759
612,125.90963046743754
1104,126.13497913335392
1358,126.15775738859563
1127,126.2283299523466
1142,126.36533504079902
2293,126.5223681155823
509,127.16124037099196
446,127.3247317991693
2015,127.46118537734718
976,127.50701670462277
990,127.54351393862956
2123,127.58492927447872
2080,127.75313857325645
324,128.12372268329355
60,128.1324271691328
391,128.18464571338316
897,128.2903783006604
1411,128.75443610847245
504,128.88578462646697
443,129.0652905340717
1087,129.5630926243299
386,129.6136466895424
159,129.6481358802555
1564,129.6609757285119
1272,129.74335602168725
2403,129.8326114493666
1063,129.92606281595866
2269,129.96959936873722
599,130.09886658468213
1303,130.14066374279787
183,130.2655009491455
1247,130.28647880910512
2185,130.33398725860556
778,130.40547508242116
1081,130.45655877625438
240,130.59657534955343
1568,130.6291410268393
472,130.69428178037919
1710,130.73966790155885
608,130.78783477901237
1819,130.78965315157333
377,130.83701554365052
1059,130.84951871931696
686,130.98978549186762
661,131.28628683054302
1320,131.3667261553681
2146,131.50786456885157
605,131.57439097901386
883,131.58216148520827
1592,131.74061591117024
758,131.7614223717137
768,131.8018031921035
1794,131.99795720137286
79,132.00060698113708
676,132.09562525947248
264,132.0991628826722
2135,132.15156172742311
1447,132.18334952289644
2181,132.52809544013857
1339,132.57862991210345
1600,132.93146737989753
534,132.9806954159908
1274,133.09087125083218
887,133.16550412872843
902,133.29576042820432
2414,133.32147399865352
155,133.60781926407034
510,133.7351188539912
112,133.74011632702113
433,133.83040597866375
1605,133.9339086894194
601,133.96495801943504
1786,134.00876842623242
1438,134.09758404473595
1531,134.1981160629599
1224,134.22015864506514
838,134.44248085312117
368,134.55291202347502
742,134.63671000807494
2127,134.71419576918166
889,134.80262385873115
1396,134.82560332679918
629,134.9041564181702
2158,134.99546530238925
1232,135.01509562714674
2154,135.08736284746197
728,135.15934954240882
1030,135.2194890297201
2098,135.24378248412614
706,135.28678674106646
1212,135.4075178727841
859,135.5044708995439
1122,135.5564224933467
520,135.70488622751142
872,135.81025607691774
1779,135.88068595732284
1614,135.89060554429796
2150,135.95476780050535
593,136.04908340818582
641,136.13345354276817
1046,136.14782368108283
15,136.18361890600403
862,136.25583226499526
246,136.50735076134376
126,136.54227199428482
1084,136.68311616465786
2187,136.71538174485866
995,136.7542698021372
663,136.97390597274907
1036,137.074240269784
2045,137.13944994936026
1458,137.1610996163361
646,137.5894244951333
2125,137.6732452331592
1022,137.8605906977189
658,137.87819474551733
620,137.91492018814844
784,137.93726258123573
2144,137.9659006567367
2166,138.05749351693424
1168,138.34583179733215
1252,138.36078369574554
2162,139.18272631282528
2189,139.29776447762424
2310,139.41242733667718
1016,139.6688811363563
2107,139.73832891920074
2100,139.95121605341603
14,139.95361080547775
526,140.09508502743589
2419,140.2701394526264
1478,140.34570761489343
1066,140.58804250993603
212,140.61233201845647
1650,140.8541450590649
1865,141.12793396279545
1635,141.50753709398896
1472,141.6312243947614
419,141.6546278473611
2410,141.72023344361025
802,141.8107848169229
1519,142.17418962222774
2086,142.51243203147916
579,142.8110274979155
760,142.97154214750685
999,143.09181752763578
1461,143.33260877499657
2084,143.47699899471408
1367,143.47820719771823
2280,143.57997637571975
1422,143.66892505088265
2289,143.72140213316987
1159,143.90612479371143
1313,144.0027537457528
1180,144.13568457416153
281,144.1488707918363
789,144.16369328395731
1872,144.24885547863488
1655,144.3048963103347
1204,144.37033811482328
1625,144.45084903260457
1652,144.4566878891756
2433,144.7695743640271
773,144.8577376352188
284,145.04174258885345
1847,145.21608978271655
268,145.2876376177945
118,145.34102373356643
2256,145.3488080797944
1566,145.88134999202904
1808,145.9361825176965
1188,146.452122625955
143,146.5309181973359
782,146.6782055496558
2208,146.69610132198048
2088,146.93653035916498
2024,147.26182686492396
2168,147.29802298127416
253,147.6109221101989
140,147.73002834322824
668,148.03097267599495
1839,148.3737667503496
738,148.42238530608722
1849,148.77610829705614
848,148.88387981600044
547,148.93650790323645
1404,149.19243271109494
1333,149.26145802079216
1488,149.2776177839492
2243,149.3006460034446
1685,149.40927770816168
2164,149.53936921575985
1576,149.95069427925918
2304,150.06683811253515
345,150.77903011345367
1643,152.59070961972884
1376,152.66187206236393
1175,152.7207360034764
2392,153.10130803254802
780,153.627344318612
1093,153.68578214810856
1322,154.12793031017668
1267,155.0831574719165
776,155.17477350605404
751,156.69510848334454
2228,157.9613824909737
906,158.54967679169457
70,158.61494076485545
94,161.89390184831052
