Song ID,Cost
1849,805.6000000000057
2164,818.100000000007
2392,846.6000000000073
706,914.5000000000057
168,962.3000000000092
676,974.3000000000043
2168,1023.4000000000052
1260,1045.8000000000065
1175,1050.200000000006
1865,1123.899999999998
1576,1129.5999999999954
995,1136.6999999999948
1703,1147.4999999999936
1685,1155.9000000000076
1835,1158.599999999999
118,1158.6000000000058
2293,1161.599999999998
784,1163.1999999999969
1252,1164.7999999999995
2166,1176.4999999999964
2111,1178.8000000000018
1605,1183.1000000000026
1819,1187.9999999999966
1438,1190.299999999995
70,1192.7999999999934
264,1194.2000000000023
1647,1196.5999999999967
1847,1213.800000000001
862,1215.199999999996
1351,1216.2
1087,1220.599999999995
1127,1233.7000000000078
872,1239.0000000000095
2080,1243.0999999999876
246,1243.1999999999985
1531,1248.0999999999997
629,1249.1999999999985
2185,1259.199999999992
1274,1260.799999999996
612,1282.7
83,1284.4999999999966
883,1287.6000000000017
2100,1291.5999999999995
1447,1293.1999999999985
2246,1293.3999999999942
2127,1293.8000000000031
143,1300.1000000000015
889,1300.6999999999919
94,1306.400000000004
593,1308.5000000000016
859,1311.8999999999915
2123,1313.5999999999951
2269,1315.7000000000014
60,1316.6999999999964
2228,1319.3999999999883
1272,1324.2999999999945
1224,1328.0999999999915
1118,1335.0000000000061
1564,1336.4999999999934
738,1337.7000000000035
1066,1341.6999999999953
1600,1345.399999999997
1063,1351.9000000000017
2150,1352.3999999999928
2045,1353.599999999997
1488,1359.5000000000011
268,1359.6999999999894
345,1361.499999999989
526,1367.2999999999806
183,1368.0000000000032
1568,1373.6000000000024
1808,1374.9000000000028
646,1378.3999999999917
534,1381.3000000000038
1059,1382.499999999999
776,1384.9999999999916
547,1385.1999999999996
2098,1385.6999999999925
2414,1390.0000000000011
15,1390.7999999999997
620,1393.9999999999936
186,1396.5999999999963
414,1397.899999999997
728,1398.0999999999983
2433,1399.599999999998
2243,1404.4999999999925
661,1406.5999999999863
2410,1407.7999999999913
14,1408.4000000000015
1247,1410.5999999999972
874,1412.2999999999922
2280,1412.4000000000037
2015,1414.6999999999998
990,1417.299999999993
1625,1418.5999999999924
1779,1420.9000000000028
1592,1429.5000000000025
1422,1429.6999999999944
906,1431.599999999995
2084,1442.2999999999918
1168,1443.4000000000021
668,1446.199999999989
686,1454.699999999992
443,1455.7999999999902
2310,1457.49999999999
773,1466.299999999995
1794,1466.3999999999985
2187,1467.5999999999976
802,1469.8999999999855
520,1470.8999999999917
2208,1475.3999999999962
1872,1480.1999999999975
1204,1481.1999999999957
2154,1481.2999999999943
504,1488.5999999999929
2424,1492.5999999999965
140,1497.700000000005
1839,1499.5999999999826
446,1503.6999999999907
1339,1507.5999999999844
1396,1519.0999999999922
999,1522.8999999999892
768,1524.2999999999922
789,1534.200000000003
253,1537.0999999999938
758,1543.299999999992
1022,1546.1999999999869
2093,1550.299999999995
641,1551.6999999999944
782,1551.9999999999952
1215,1553.6999999999805
1122,1556.6000000000029
1320,1557.999999999992
1411,1561.199999999988
212,1562.099999999991
2125,1566.7999999999872
419,1566.8999999999971
1519,1573.1999999999944
284,1575.1999999999891
1376,1580.6999999999891
575,1584.6999999999853
1472,1586.1999999999932
1358,1591.0999999999976
2289,1597.9000000000024
1367,1600.299999999989
1182,1600.599999999986
811,1603.8999999999949
605,1611.4999999999934
2181,1614.4000000000037
601,1618.5999999999997
976,1627.299999999994
2144,1630.9999999999895
1404,1640.5999999999958
1614,1640.6999999999944
663,1644.2999999999997
324,1645.7999999999893
1501,1652.299999999988
2162,1652.2999999999881
1313,1668.699999999998
2419,1670.6999999999896
2063,1673.8999999999965
2024,1674.7999999999981
902,1677.6999999999862
1652,1683.2999999999945
510,1685.1999999999991
2135,1691.8999999999921
1461,1704.2999999999888
2146,1711.2999999999918
579,1712.7999999999963
599,1721.299999999993
2086,1722.8999999999915
2107,1729.5
1232,1732.7999999999874
658,1733.1999999999953
608,1734.9999999999868
1180,1738.0999999999892
1016,1738.2999999999956
897,1752.3999999999874
1267,1758.4999999999889
1030,1769.399999999992
1212,1775.7999999999954
751,1777.099999999988
848,1788.0999999999858
1142,1790.1999999999916
2403,1790.8999999999978
1743,1805.5999999999942
1159,1819.0999999999867
2158,1831.7999999999877
1046,1832.6999999999962
638,1842.499999999989
2304,1843.7999999999925
1188,1843.9999999999934
2088,1854.2999999999847
281,1876.2999999999975
1458,1882.3000000000013
1620,1884.0999999999972
126,1884.800000000001
760,1885.9999999999866
1650,1925.199999999989
1635,1939.299999999997
377,1946.999999999995
1303,1961.899999999987
1322,1962.7999999999947
780,1990.499999999983
551,2036.7999999999959
610,2049.499999999998
778,2058.4000000000015
472,2062.999999999997
1868,2065.499999999991
1104,2071.2999999999906
2189,2075.299999999989
564,2089.8999999999937
1566,2097.89999999999
1093,2211.4999999999923
1036,2219.0999999999954
155,2297.2999999999956
1478,2311.299999999999
841,2348.799999999994
79,2493.599999999987
433,2515.5
1643,2548.4999999999914
887,2660.8999999999833
1084,2700.1999999999907
1710,2714.399999999988
368,3058.900000000001
1655,3063.999999999985
838,3130.699999999998
1081,3141.999999999995
112,3195.299999999998
240,3325.299999999996
910,3451.6999999999944
1333,3603.599999999993
386,3810.0999999999826
159,4039.2999999999993
509,4466.900000000002
742,5203.600000000024
391,5809.600000000008
2256,5810.999999999994
1786,6695.400000000006
355,inf
