Song ID,Cost
2100,513.7000000000008
2185,552.9000000000023
246,561.8000000000036
472,572.8000000000021
1267,606.8000000000039
2150,622.1000000000006
2098,630.5000000000034
2164,643.4000000000036
1180,643.4999999999995
520,651.0000000000009
1620,654.7000000000012
2189,654.9000000000018
1458,657.3000000000012
1872,666.0000000000015
1592,679.5000000000001
83,684.6000000000014
605,687.4000000000028
811,698.6000000000031
1188,698.8000000000019
2304,700.5000000000031
1600,702.6000000000041
1647,704.2000000000022
760,705.4000000000012
564,707.6000000000001
433,707.6000000000015
575,708.6000000000018
1358,709.200000000004
2125,709.7000000000041
661,714.3000000000022
2168,715.8000000000028
897,716.100000000001
1142,718.9000000000032
1710,725.6000000000029
995,727.5000000000007
1808,727.8000000000022
1650,729.0000000000053
2107,745.0000000000019
2166,745.2000000000037
638,752.4000000000029
1472,753.9000000000028
1168,754.3000000000021
1182,762.9000000000065
620,768.1000000000021
976,770.9000000000023
112,774.7000000000037
159,775.2000000000024
686,776.700000000003
782,778.6000000000017
1320,779.3000000000014
1204,785.3000000000025
1313,785.3000000000026
1036,788.6000000000046
838,788.7000000000021
579,791.7000000000012
1488,792.7999999999992
264,792.8000000000034
2280,795.0000000000061
504,799.300000000001
848,799.8000000000006
2256,810.1000000000033
887,810.8999999999992
789,811.6000000000021
1274,816.1000000000005
874,817.1000000000012
1703,826.5000000000031
212,827.0000000000016
551,829.5000000000028
168,829.9000000000029
1447,833.6000000000039
990,836.1000000000026
1084,840.5000000000019
1260,843.3000000000021
240,846.9000000000004
906,848.3000000000018
1232,852.300000000007
1247,859.1000000000029
443,859.8000000000021
2127,862.4999999999986
658,865.4000000000045
1333,866.000000000002
94,872.9000000000021
2310,878.7000000000029
768,890.1000000000039
79,897.9999999999985
1016,900.2000000000033
1030,904.5000000000038
2146,905.4000000000058
1087,908.6
780,913.0000000000016
599,915.7000000000002
2135,922.9000000000024
668,924.7000000000002
2158,931.2000000000022
253,933.3000000000031
140,934.1000000000004
1635,936.6000000000023
1868,940.0000000000031
377,944.900000000002
1743,945.7000000000024
1404,947.1000000000043
1839,955.0000000000015
1224,957.9000000000021
902,970.2000000000012
2024,971.7000000000012
1564,972.8000000000033
663,973.3000000000035
1685,979.1000000000048
1461,987.1000000000032
386,996.3000000000042
676,1002.9999999999994
872,1003.7999999999977
593,1009.4000000000028
776,1010.3000000000035
999,1012.2000000000002
728,1012.4000000000046
1322,1013.2000000000007
1215,1019.3000000000019
126,1020.9000000000021
1786,1027.4000000000008
1022,1048.000000000003
345,1053.2000000000012
2289,1057.600000000002
1652,1067.1999999999987
1847,1074.0000000000052
510,1074.9999999999998
2123,1078.200000000001
281,1081.000000000001
1501,1081.7999999999968
1643,1088.9000000000037
183,1111.3
2187,1111.600000000005
2419,1123.9000000000017
2181,1138.099999999999
1568,1140.0999999999995
1605,1144.2
641,1151.3000000000009
368,1163.8999999999978
1104,1165.0000000000036
1212,1170.9000000000008
118,1171.1999999999998
1046,1180.2999999999981
60,1182.1999999999991
2080,1185.599999999997
1303,1201.2999999999975
2410,1216.0000000000032
1519,1222.7000000000019
268,1227.7000000000007
1655,1246.199999999994
526,1256.7000000000035
784,1263.6000000000001
1118,1287.0000000000014
2269,1295.0999999999988
2228,1324.0000000000002
862,1325.3999999999978
601,1328.1000000000024
2243,1330.1999999999962
612,1332.4999999999982
1059,1338.9999999999989
646,1342.2999999999997
1478,1343.3000000000006
706,1375.000000000005
773,1379.1000000000013
1794,1380.3000000000004
155,1405.499999999998
1614,1429.9999999999986
2424,1440.2999999999965
324,1456.0999999999963
2293,1470.9000000000017
15,1475.3000000000015
284,1476.8000000000002
1339,1487.2999999999965
2154,1526.7999999999965
1531,1536.6000000000008
1422,1566.7999999999984
1159,1575.8
419,1586.0999999999913
1376,1586.4
841,1592.4999999999968
414,1594.6999999999998
2433,1601.4999999999977
910,1690.0000000000014
610,1709.4999999999961
534,1719.1999999999994
70,1725.2999999999981
355,1727.400000000001
1411,1754.9999999999982
1175,1772.5999999999954
1127,1788.200000000001
1063,1789.4999999999989
1438,1815.6999999999998
2414,1845.8999999999937
1122,1853.399999999996
2111,1873.3
1849,1877.8999999999996
2084,1910.7000000000019
758,1933.1999999999923
889,1942.2000000000003
143,1972.4999999999989
2063,1986.4999999999998
14,1992.9999999999964
1272,2031.4999999999982
802,2039.8999999999996
391,2066.299999999996
2093,2072.8000000000006
1576,2083.2999999999956
1865,2094.3999999999933
1252,2137.499999999996
1396,2140.7999999999897
2045,2143.8000000000015
2015,2145.5999999999945
608,2211.299999999998
547,2230.4000000000005
2208,2322.199999999999
186,2337.499999999986
2144,2457.0999999999904
1066,2461.999999999986
1835,2467.299999999995
446,2551.399999999987
2392,2571.999999999983
883,2608.9999999999873
738,2667.699999999987
1625,2725.899999999995
1351,2787.0000000000005
2246,2851.399999999993
2088,2899.6999999999944
778,3049.099999999986
859,3134.499999999997
751,3282.399999999997
509,3285.3999999999896
1566,3339.899999999991
1367,3339.8999999999996
2162,3643.199999999993
1093,3879.499999999986
1779,3916.6999999999975
629,4046.2999999999865
2403,4883.09999999999
2086,inf
1081,inf
1819,inf
742,inf
